group,release_id,benchmark_slug,organization,model_name,release_date,benchmark_name,benchmark_release_date,family_id,family_rank,prior_release,prior_model_name,n_benchmarks_scored,independent_score,orbit_category,reported,reported_value,source_tier,source_url,source_date,variant_name,prior_model_reported,prior_source_url,reverse_gap,coder,flagged_for_review,notes
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,aider_polyglot,Anthropic,Claude 3.7 Sonnet,2025-02-24,Aider polyglot,2024-12-21,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,64.9,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,arc_agi,Anthropic,Claude 3.7 Sonnet,2025-02-24,ARC-AGI,2019-11-05,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.286,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,cybench,Anthropic,Claude 3.7 Sonnet,2025-02-24,Cybench,2024-08-15,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.2,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,enigma_eval,Anthropic,Claude 3.7 Sonnet,2025-02-24,enigma_eval,2025-02-13,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.0423,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,fictionlivebench,Anthropic,Claude 3.7 Sonnet,2025-02-24,Fiction.LiveBench,2025-02-21,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.531,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,forecastbench,Anthropic,Claude 3.7 Sonnet,2025-02-24,forecastbench,2024-09-30,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,61.8,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,gpqa_diamond,Anthropic,Claude 3.7 Sonnet,2025-02-24,GPQA diamond,2023-11-20,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.7973484848484849,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,hle,Anthropic,Claude 3.7 Sonnet,2025-02-24,HLE,2025-01-24,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.0804,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,lech_mazur_writing,Anthropic,Claude 3.7 Sonnet,2025-02-24,Lech Mazur Writing,2025-01-31,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,8.11,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,live_bench,Anthropic,Claude 3.7 Sonnet,2025-02-24,live_bench,2024-06-27,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,76.1,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,math_level_5,Anthropic,Claude 3.7 Sonnet,2025-02-24,MATH level 5,2021-03-05,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.9116314199395772,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,os_world,Anthropic,Claude 3.7 Sonnet,2025-02-24,OSWorld,2024-04-11,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,35.8,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,otis_mock_aime_2024_2025,Anthropic,Claude 3.7 Sonnet,2025-02-24,OTIS Mock AIME 2024-2025,2024-12-19,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.5777777777777777,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,simplebench,Anthropic,Claude 3.7 Sonnet,2025-02-24,SimpleBench,2024-10-31,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.464,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,swe_bench_verified,Anthropic,Claude 3.7 Sonnet,2025-02-24,SWE-Bench verified,2024-08-13,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.609504132231405,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,the_agent_company,Anthropic,Claude 3.7 Sonnet,2025-02-24,The Agent Company,2024-12-18,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.402,,,,,,,,,,,,,
eligible,Anthropic | Claude 3.7 Sonnet | 2025-02-24,vpct,Anthropic,Claude 3.7 Sonnet,2025-02-24,VPCT,2025-01-30,Anthropic / Claude Sonnet,4,Anthropic | Claude 3.5 Sonnet (October 2024) | 2024-10-22,Claude 3.5 Sonnet (October 2024),25,0.39,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,aider_polyglot,Anthropic,Claude Sonnet 4,2025-05-22,Aider polyglot,2024-12-21,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,61.3,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,arc_agi,Anthropic,Claude Sonnet 4,2025-05-22,ARC-AGI,2019-11-05,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.4,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,arc_agi_2,Anthropic,Claude Sonnet 4,2025-05-22,ARC-AGI-2,2025-03-24,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.0593,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,cybench,Anthropic,Claude Sonnet 4,2025-05-22,Cybench,2024-08-15,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.35,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,enigma_eval,Anthropic,Claude Sonnet 4,2025-05-22,enigma_eval,2025-02-13,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.0312,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,fictionlivebench,Anthropic,Claude Sonnet 4,2025-05-22,Fiction.LiveBench,2025-02-21,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.364,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,forecastbench,Anthropic,Claude Sonnet 4,2025-05-22,forecastbench,2024-09-30,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,60.2,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,frontiermath,Anthropic,Claude Sonnet 4,2025-05-22,FrontierMath-2025-02-28-Private,2025-02-28,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.0413793103448275,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,geobench,Anthropic,Claude Sonnet 4,2025-05-22,GeoBench,2025-03-01,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,2468.0,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,gpqa_diamond,Anthropic,Claude Sonnet 4,2025-05-22,GPQA diamond,2023-11-20,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.7918781725888325,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,hle,Anthropic,Claude Sonnet 4,2025-05-22,HLE,2025-01-24,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.0776,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,lech_mazur_writing,Anthropic,Claude Sonnet 4,2025-05-22,Lech Mazur Writing,2025-01-31,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,8.14,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,math_level_5,Anthropic,Claude Sonnet 4,2025-05-22,MATH level 5,2021-03-05,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.8436555891238671,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,metr_time_horizons,Anthropic,Claude Sonnet 4,2025-05-22,METR Time Horizons,2025-03-19,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,74.942015,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,os_world,Anthropic,Claude Sonnet 4,2025-05-22,OSWorld,2024-04-11,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,43.9,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,otis_mock_aime_2024_2025,Anthropic,Claude Sonnet 4,2025-05-22,OTIS Mock AIME 2024-2025,2024-12-19,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.7111111111111111,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,scicode,Anthropic,Claude Sonnet 4,2025-05-22,scicode,2024-07-18,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.4004629629629631,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,simplebench,Anthropic,Claude Sonnet 4,2025-05-22,SimpleBench,2024-10-31,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.455,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,the_agent_company,Anthropic,Claude Sonnet 4,2025-05-22,The Agent Company,2024-12-18,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.432,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,vpct,Anthropic,Claude Sonnet 4,2025-05-22,VPCT,2025-01-30,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.34,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4 | 2025-05-22,weirdml,Anthropic,Claude Sonnet 4,2025-05-22,WeirdML,2025-01-16,Anthropic / Claude Sonnet,5,Anthropic | Claude 3.7 Sonnet | 2025-02-24,Claude 3.7 Sonnet,28,0.4611,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,ale_bench,Anthropic,Claude Sonnet 4.5,2025-09-29,ale_bench,2025-06-10,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,796.15,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,algotune,Anthropic,Claude Sonnet 4.5,2025-09-29,algotune,2025-07-19,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,1.52,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,arc_agi,Anthropic,Claude Sonnet 4.5,2025-09-29,ARC-AGI,2019-11-05,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.6367,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,arc_agi_2,Anthropic,Claude Sonnet 4.5,2025-09-29,ARC-AGI-2,2025-03-24,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.1361,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,cybench,Anthropic,Claude Sonnet 4.5,2025-09-29,Cybench,2024-08-15,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.6,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,deepresearchbench,Anthropic,Claude Sonnet 4.5,2025-09-29,DeepResearch Bench,2025-06-13,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.526,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,enigma_eval,Anthropic,Claude Sonnet 4.5,2025-09-29,enigma_eval,2025-02-13,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.059966,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,forecastbench,Anthropic,Claude Sonnet 4.5,2025-09-29,forecastbench,2024-09-30,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,61.9,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,frontiermath,Anthropic,Claude Sonnet 4.5,2025-09-29,FrontierMath-2025-02-28-Private,2025-02-28,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.1522491349480969,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,frontiermath_tier_4,Anthropic,Claude Sonnet 4.5,2025-09-29,FrontierMath-Tier-4-2025-07-01-Private,2025-07-01,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.0416666666666666,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,gdpval,Anthropic,Claude Sonnet 4.5,2025-09-29,GDPval,2025-09-25,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.425,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,gpqa_diamond,Anthropic,Claude Sonnet 4.5,2025-09-29,GPQA diamond,2023-11-20,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.8232323232323232,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,gso,Anthropic,Claude Sonnet 4.5,2025-09-29,GSO-Bench,2025-05-29,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.1471,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,hle,Anthropic,Claude Sonnet 4.5,2025-09-29,HLE,2025-01-24,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.1372,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,math_level_5,Anthropic,Claude Sonnet 4.5,2025-09-29,MATH level 5,2021-03-05,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.9773413897280968,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,metr_time_horizons,Anthropic,Claude Sonnet 4.5,2025-09-29,METR Time Horizons,2025-03-19,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,121.946588,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,os_world,Anthropic,Claude Sonnet 4.5,2025-09-29,OSWorld,2024-04-11,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,62.9,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,otis_mock_aime_2024_2025,Anthropic,Claude Sonnet 4.5,2025-09-29,OTIS Mock AIME 2024-2025,2024-12-19,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.7777777777777778,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,scicode,Anthropic,Claude Sonnet 4.5,2025-09-29,scicode,2024-07-18,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.446759259259259,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,simplebench,Anthropic,Claude Sonnet 4.5,2025-09-29,SimpleBench,2024-10-31,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.543,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,simpleqa_verified,Anthropic,Claude Sonnet 4.5,2025-09-29,SimpleQA Verified,2025-09-09,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.236,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,swe_bench_verified,Anthropic,Claude Sonnet 4.5,2025-09-29,SWE-Bench verified,2024-08-13,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.7128099173553719,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,terminalbench,Anthropic,Claude Sonnet 4.5,2025-09-29,Terminal Bench,2025-05-19,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.465,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,vpct,Anthropic,Claude Sonnet 4.5,2025-09-29,VPCT,2025-01-30,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.398,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,webdev_arena,Anthropic,Claude Sonnet 4.5,2025-09-29,webdev_arena,2024-12-10,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,1391.0,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.5 | 2025-09-29,weirdml,Anthropic,Claude Sonnet 4.5,2025-09-29,WeirdML,2025-01-16,Anthropic / Claude Sonnet,6,Anthropic | Claude Sonnet 4 | 2025-05-22,Claude Sonnet 4,33,0.4771,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,ale_bench,Anthropic,Claude Sonnet 4.6,2026-02-17,ale_bench,2025-06-10,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,1327.3,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,apex_agents,Anthropic,Claude Sonnet 4.6,2026-02-17,APEX-Agents,2026-01-20,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.237,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,arc_agi,Anthropic,Claude Sonnet 4.6,2026-02-17,ARC-AGI,2019-11-05,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.865,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,arc_agi_2,Anthropic,Claude Sonnet 4.6,2026-02-17,ARC-AGI-2,2025-03-24,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.6042,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,chess_puzzles,Anthropic,Claude Sonnet 4.6,2026-02-17,Chess Puzzles,2025-12-10,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.13,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,critpt,Anthropic,Claude Sonnet 4.6,2026-02-17,CritPt,2025-09-30,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.0314285714285714,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,deepresearchbench,Anthropic,Claude Sonnet 4.6,2026-02-17,DeepResearch Bench,2025-06-13,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.5486826034317638,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,deepswe,Anthropic,Claude Sonnet 4.6,2026-02-17,DeepSWE,2025-07-02,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.2993348115299334,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,forecastbench,Anthropic,Claude Sonnet 4.6,2026-02-17,forecastbench,2024-09-30,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,59.6,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,frontiermath,Anthropic,Claude Sonnet 4.6,2026-02-17,FrontierMath-2025-02-28-Private,2025-02-28,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.324,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,frontiermath_tier_4,Anthropic,Claude Sonnet 4.6,2026-02-17,FrontierMath-Tier-4-2025-07-01-Private,2025-07-01,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.083,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,gpqa_diamond,Anthropic,Claude Sonnet 4.6,2026-02-17,GPQA diamond,2023-11-20,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.8737373737373737,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,os_world,Anthropic,Claude Sonnet 4.6,2026-02-17,OSWorld,2024-04-11,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,72.1,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,otis_mock_aime_2024_2025,Anthropic,Claude Sonnet 4.6,2026-02-17,OTIS Mock AIME 2024-2025,2024-12-19,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.857936507936508,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,scicode,Anthropic,Claude Sonnet 4.6,2026-02-17,scicode,2024-07-18,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.467592592592593,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,simpleqa_verified,Anthropic,Claude Sonnet 4.6,2026-02-17,SimpleQA Verified,2025-09-09,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.29,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,swe_bench_verified,Anthropic,Claude Sonnet 4.6,2026-02-17,SWE-Bench verified,2024-08-13,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.7520661157024794,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,terminalbench,Anthropic,Claude Sonnet 4.6,2026-02-17,Terminal Bench,2025-05-19,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.534,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,vending_bench_2,Anthropic,Claude Sonnet 4.6,2026-02-17,vending_bench_2,2025-11-18,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,7204.139999999999,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,webdev_arena,Anthropic,Claude Sonnet 4.6,2026-02-17,webdev_arena,2024-12-10,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,1522.86,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 4.6 | 2026-02-17,weirdml,Anthropic,Claude Sonnet 4.6,2026-02-17,WeirdML,2025-01-16,Anthropic / Claude Sonnet,7,Anthropic | Claude Sonnet 4.5 | 2025-09-29,Claude Sonnet 4.5,31,0.6607,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 5 | 2026-06-30,ale_bench,Anthropic,Claude Sonnet 5,2026-06-30,ale_bench,2025-06-10,Anthropic / Claude Sonnet,8,Anthropic | Claude Sonnet 4.6 | 2026-02-17,Claude Sonnet 4.6,22,1463.12,,,,,,,,,,,,,
eligible,Anthropic | Claude Sonnet 5 | 2026-06-30,apex_agents,Anthropic,Claude Sonnet 5,2026-06-30,APEX-Agents,2026-01-20,Anthropic / Claude Sonnet,8,Anthropic | Claude Sonnet 4.6 | 2026-02-17,Claude Sonnet 4.6,22,0.325,,,,,,,,,,,,,
